ensg	id	name
ENSG00000049540	DOID_1928	Williams-Beuren syndrome
ENSG00000049540	DOID_1929	supravalvular aortic stenosis
ENSG00000049541	DOID_1928	Williams-Beuren syndrome
ENSG00000049541	DOID_1929	supravalvular aortic stenosis
ENSG00000049768	DOID_9744	type 1 diabetes mellitus
ENSG00000049860	DOID_3323	Sandhoff disease
ENSG00000051180	DOID_1612	breast cancer
ENSG00000051523	DOID_3265	chronic granulomatous disease
ENSG00000053524	DOID_9352	type 2 diabetes mellitus
ENSG00000053918	DOID_2842	Jervell-Lange Nielsen syndrome
ENSG00000053918	DOID_2843	long QT syndrome
ENSG00000054523	DOID_769	neuroblastoma
ENSG00000054598	DOID_14686	Axenfeld-Rieger syndrome
ENSG00000054654	DOID_11726	Emery-Dreifuss muscular dystrophy
ENSG00000054983	DOID_10587	Krabbe disease
ENSG00000055118	DOID_2843	long QT syndrome
ENSG00000056345	DOID_2219	Glanzmann's thrombasthenia
ENSG00000061337	DOID_3748	esophagus squamous cell carcinoma
ENSG00000064012	DOID_1612	breast cancer
ENSG00000064012	DOID_3905	lung carcinoma
ENSG00000064012	DOID_6688	autoimmune lymphoproliferative syndrome
ENSG00000064012	DOID_684	hepatocellular carcinoma
ENSG00000064195	DOID_2187	amelogenesis imperfecta
ENSG00000064490	DOID_5812	MHC class II deficiency
ENSG00000064692	DOID_14330	Parkinson's disease
ENSG00000066279	DOID_10907	microcephaly
ENSG00000066427	DOID_1440	Machado-Joseph disease
ENSG00000066455	DOID_3969	papillary thyroid carcinoma
ENSG00000066468	DOID_10534	stomach cancer
ENSG00000066468	DOID_12960	acrocephalosyndactylia
ENSG00000066468	DOID_14705	Pfeiffer syndrome
ENSG00000066468	DOID_14768	Saethre-Chotzen syndrome
ENSG00000066468	DOID_2339	Crouzon syndrome
ENSG00000066926	DOID_13270	erythropoietic protoporphyria
ENSG00000067082	DOID_10283	prostate cancer
ENSG00000067082	DOID_10534	stomach cancer
ENSG00000067955	DOID_9119	acute myeloid leukemia
ENSG00000068028	DOID_3905	lung carcinoma
ENSG00000068078	DOID_11054	urinary bladder cancer
ENSG00000068078	DOID_13481	thanatophoric dysplasia
ENSG00000068078	DOID_14768	Saethre-Chotzen syndrome
ENSG00000068078	DOID_1520	colon carcinoma
ENSG00000068078	DOID_2893	cervix carcinoma
ENSG00000068078	DOID_2998	testicular cancer
ENSG00000068078	DOID_4440	seminoma
ENSG00000068078	DOID_4480	achondroplasia
ENSG00000068078	DOID_5557	testicular germ cell cancer
ENSG00000068078	DOID_6498	seborrheic keratosis
ENSG00000068078	DOID_9256	colorectal cancer
ENSG00000068078	DOID_9538	multiple myeloma
ENSG00000068323	DOID_4239	alveolar soft part sarcoma
ENSG00000068323	DOID_4465	papillary renal cell carcinoma
ENSG00000068615	DOID_2476	hereditary spastic paraplegia
ENSG00000068793	DOID_1932	Angelman syndrome
ENSG00000068976	DOID_2746	glycogen storage disease V
ENSG00000069011	DOID_11836	clubfoot
ENSG00000069431	DOID_12930	dilated cardiomyopathy
ENSG00000069696	DOID_14330	Parkinson's disease
ENSG00000070061	DOID_11589	Riley-Day syndrome
ENSG00000070182	DOID_2373	hereditary elliptocytosis
ENSG00000070729	DOID_10584	retinitis pigmentosa
ENSG00000070814	DOID_2908	Treacher Collins syndrome
ENSG00000071462	DOID_1928	Williams-Beuren syndrome
ENSG00000071462	DOID_1929	supravalvular aortic stenosis
ENSG00000072121	DOID_2476	hereditary spastic paraplegia
ENSG00000072210	DOID_14501	Sjogren-Larsson syndrome
ENSG00000072571	DOID_1612	breast cancer
ENSG00000072694	DOID_9074	systemic lupus erythematosus
ENSG00000072786	DOID_2998	testicular cancer
ENSG00000072786	DOID_4440	seminoma
ENSG00000072786	DOID_5557	testicular germ cell cancer
ENSG00000072840	DOID_12714	Ellis-Van Creveld syndrome
ENSG00000073009	DOID_12305	Bloch-Sulzberger syndrome
ENSG00000073009	DOID_14793	hypohidrotic ectodermal dysplasia
ENSG00000073578	DOID_12930	dilated cardiomyopathy
ENSG00000073578	DOID_3652	Leigh disease
ENSG00000073792	DOID_9352	type 2 diabetes mellitus
ENSG00000073921	DOID_9119	acute myeloid leukemia
ENSG00000074047	DOID_4621	holoprosencephaly
ENSG00000074317	DOID_12217	Lewy body dementia
ENSG00000074319	DOID_1612	breast cancer
ENSG00000074582	DOID_3652	Leigh disease
ENSG00000074803	DOID_445	Bartter disease
ENSG00000075043	DOID_2481	infantile epileptic encephalopathy
ENSG00000075239	DOID_14723	beta-ketothiolase deficiency
ENSG00000076003	DOID_10604	lactose intolerance
ENSG00000076242	DOID_2871	endometrial carcinoma
ENSG00000077522	DOID_12930	dilated cardiomyopathy
ENSG00000077782	DOID_14705	Pfeiffer syndrome
ENSG00000077782	DOID_3614	Kallmann syndrome
ENSG00000077800	DOID_1928	Williams-Beuren syndrome
ENSG00000077800	DOID_1929	supravalvular aortic stenosis
ENSG00000077809	DOID_1928	Williams-Beuren syndrome
ENSG00000077809	DOID_1929	supravalvular aortic stenosis
ENSG00000078403	DOID_9119	acute myeloid leukemia
ENSG00000078579	DOID_14330	Parkinson's disease
ENSG00000078674	DOID_3969	papillary thyroid carcinoma
ENSG00000079102	DOID_1520	colon carcinoma
ENSG00000079102	DOID_9256	colorectal cancer
ENSG00000079215	DOID_963	episodic ataxia
ENSG00000080815	DOID_10652	Alzheimer's disease
ENSG00000080815	DOID_11870	Pick's disease
ENSG00000080815	DOID_2280	hidradenitis suppurativa
ENSG00000080815	DOID_9255	frontotemporal dementia
ENSG00000080819	DOID_13269	hereditary coproporphyria
ENSG00000081052	DOID_10983	Alport syndrome
ENSG00000081148	DOID_10584	retinitis pigmentosa
ENSG00000081237	DOID_2377	multiple sclerosis
ENSG00000081248	DOID_14452	hypokalemic periodic paralysis
ENSG00000081248	DOID_8545	malignant hyperthermia
ENSG00000081985	DOID_13241	Behcet's disease
ENSG00000082805	DOID_3969	papillary thyroid carcinoma
ENSG00000083093	DOID_13636	Fanconi's anemia
ENSG00000083093	DOID_1612	breast cancer
ENSG00000083123	DOID_9269	maple syrup urine disease
ENSG00000083444	DOID_13359	Ehlers-Danlos syndrome
ENSG00000083444	DOID_14748	Sotos syndrome
ENSG00000083444	DOID_14775	type VI Ehlers-Danlos syndrome
ENSG00000084674	DOID_1386	abetalipoproteinemia
ENSG00000085117	DOID_10283	prostate cancer
ENSG00000085224	DOID_1099	alpha thalassemia
ENSG00000085998	DOID_11724	limb-girdle muscular dystrophy
ENSG00000085999	DOID_1612	breast cancer
ENSG00000086288	DOID_9562	primary ciliary dyskinesia
ENSG00000086544	DOID_13378	Kawasaki disease
ENSG00000086730	DOID_1928	Williams-Beuren syndrome
ENSG00000086730	DOID_1929	supravalvular aortic stenosis
ENSG00000087266	DOID_1856	cherubism
ENSG00000087274	DOID_10825	essential hypertension
ENSG00000087460	DOID_1520	colon carcinoma
ENSG00000087460	DOID_1858	McCune Albright Syndrome
ENSG00000087460	DOID_4183	pseudopseudohypoparathyroidism
ENSG00000087460	DOID_4184	pseudohypoparathyroidism
ENSG00000087460	DOID_6255	growth hormone secreting pituitary adenoma
ENSG00000087460	DOID_7004	ACTH-secreting pituitary adenoma
ENSG00000087460	DOID_9256	colorectal cancer
ENSG00000087586	DOID_1520	colon carcinoma
ENSG00000087586	DOID_9256	colorectal cancer
ENSG00000088836	DOID_11555	Fuchs' endothelial dystrophy
ENSG00000088926	DOID_2229	factor XI deficiency
ENSG00000089127	DOID_9744	type 1 diabetes mellitus
ENSG00000089280	DOID_332	amyotrophic lateral sclerosis
ENSG00000089280	DOID_5363	myxoid liposarcoma
ENSG00000090534	DOID_2224	hemorrhagic thrombocythemia
ENSG00000090776	DOID_14737	craniofrontonasal syndrome
ENSG00000091140	DOID_3652	Leigh disease
ENSG00000091140	DOID_9269	maple syrup urine disease
ENSG00000091262	DOID_2738	pseudoxanthoma elasticum
ENSG00000091592	DOID_12306	vitiligo
ENSG00000091831	DOID_6364	migraine
ENSG00000092054	DOID_11984	hypertrophic cardiomyopathy
ENSG00000092054	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000092054	DOID_12930	dilated cardiomyopathy
ENSG00000092295	DOID_1699	congenital ichthyosiform erythroderma
ENSG00000092529	DOID_11724	limb-girdle muscular dystrophy
ENSG00000093010	DOID_5419	schizophrenia
ENSG00000095002	DOID_2871	endometrial carcinoma
ENSG00000095002	DOID_3070	malignant glioma
ENSG00000095002	DOID_3883	Lynch syndrome
ENSG00000095002	DOID_8712	neurofibromatosis
ENSG00000095015	DOID_14448	46 XY gonadal dysgenesis
ENSG00000095464	DOID_13911	achromatopsia
ENSG00000095585	DOID_2583	agammaglobulinemia
ENSG00000096060	DOID_1595	endogenous depression
ENSG00000096093	DOID_4890	juvenile myoclonic epilepsy
ENSG00000096433	DOID_9744	type 1 diabetes mellitus
ENSG00000096968	DOID_2224	hemorrhagic thrombocythemia
ENSG00000096968	DOID_4971	myelofibrosis
ENSG00000096968	DOID_8997	polycythemia vera
ENSG00000096968	DOID_9119	acute myeloid leukemia
ENSG00000097007	DOID_8552	chronic myeloid leukemia
ENSG00000099937	DOID_2452	thrombophilia
ENSG00000099956	DOID_2129	atypical teratoid rhabdoid tumor
ENSG00000099956	DOID_3204	neurilemmomatosis
ENSG00000099956	DOID_4586	familial meningioma
ENSG00000100033	DOID_5419	schizophrenia
ENSG00000100099	DOID_3753	Hermansky-Pudlak syndrome
ENSG00000100146	DOID_9258	Waardenburg's syndrome
ENSG00000100225	DOID_14330	Parkinson's disease
ENSG00000100285	DOID_332	amyotrophic lateral sclerosis
ENSG00000100299	DOID_10581	metachromatic leukodystrophy
ENSG00000100311	DOID_4586	familial meningioma
ENSG00000100336	DOID_5419	schizophrenia
ENSG00000100342	DOID_1312	focal segmental glomerulosclerosis
ENSG00000100342	DOID_5419	schizophrenia
ENSG00000100373	DOID_14766	renal agenesis
ENSG00000100393	DOID_1520	colon carcinoma
ENSG00000100393	DOID_1933	Rubinstein-Taybi syndrome
ENSG00000100393	DOID_9256	colorectal cancer
ENSG00000100473	DOID_9849	Meniere's disease
ENSG00000100526	DOID_684	hepatocellular carcinoma
ENSG00000100697	DOID_4769	pleuropulmonary blastoma
ENSG00000100714	DOID_1520	colon carcinoma
ENSG00000100714	DOID_9256	colorectal cancer
ENSG00000100836	DOID_11719	oculopharyngeal muscular dystrophy
ENSG00000101076	DOID_9352	type 2 diabetes mellitus
ENSG00000101200	DOID_12388	neurohypophyseal diabetes insipidus
ENSG00000101292	DOID_3614	Kallmann syndrome
ENSG00000101306	DOID_11984	hypertrophic cardiomyopathy
ENSG00000101306	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000101310	DOID_1338	congenital dyserythropoietic anemia
ENSG00000101327	DOID_1441	spinocerebellar ataxia
ENSG00000101365	DOID_10584	retinitis pigmentosa
ENSG00000101384	DOID_6419	tetralogy of Fallot
ENSG00000101384	DOID_9245	Alagille syndrome
ENSG00000101400	DOID_2843	long QT syndrome
ENSG00000101439	DOID_10871	age related macular degeneration
ENSG00000101665	DOID_1520	colon carcinoma
ENSG00000101665	DOID_9256	colorectal cancer
ENSG00000101846	DOID_1700	X-linked ichthyosis
ENSG00000101981	DOID_12259	hemophilia B
ENSG00000101986	DOID_10588	adrenoleukodystrophy
ENSG00000102081	DOID_14261	fragile X syndrome
ENSG00000102081	DOID_5426	premature ovarian failure
ENSG00000102119	DOID_11726	Emery-Dreifuss muscular dystrophy
ENSG00000102125	DOID_12930	dilated cardiomyopathy
ENSG00000102145	DOID_14250	Down syndrome
ENSG00000102218	DOID_10584	retinitis pigmentosa
ENSG00000102302	DOID_6683	Aarskog-Scott syndrome
ENSG00000102312	DOID_2120	focal dermal hypoplasia
ENSG00000102393	DOID_14499	Fabry disease
ENSG00000102466	DOID_1441	spinocerebellar ataxia
ENSG00000102468	DOID_1595	endogenous depression
ENSG00000102468	DOID_5419	schizophrenia
ENSG00000102683	DOID_11724	limb-girdle muscular dystrophy
ENSG00000103126	DOID_684	hepatocellular carcinoma
ENSG00000103197	DOID_13515	tuberous sclerosis
ENSG00000103241	DOID_13042	persistent fetal circulation syndrome
ENSG00000103313	DOID_2987	familial Mediterranean fever
ENSG00000103489	DOID_2738	pseudoxanthoma elasticum
ENSG00000103995	DOID_10907	microcephaly
ENSG00000104133	DOID_2476	hereditary spastic paraplegia
ENSG00000104213	DOID_1520	colon carcinoma
ENSG00000104213	DOID_684	hepatocellular carcinoma
ENSG00000104213	DOID_9256	colorectal cancer
ENSG00000104237	DOID_10584	retinitis pigmentosa
ENSG00000104313	DOID_14702	branchiootorenal syndrome
ENSG00000104320	DOID_12449	aplastic anemia
ENSG00000104320	DOID_1612	breast cancer
ENSG00000104320	DOID_7400	Nijmegen breakage syndrome
ENSG00000104447	DOID_14743	trichorhinophalangeal syndrome type I
ENSG00000104447	DOID_4998	Langer-Giedion syndrome
ENSG00000104723	DOID_10283	prostate cancer
ENSG00000104774	DOID_3413	alpha-mannosidosis
ENSG00000104884	DOID_2960	photosensitive trichthiodystrophy
ENSG00000104918	DOID_9352	type 2 diabetes mellitus
ENSG00000104936	DOID_11722	myotonic dystrophy
ENSG00000105221	DOID_9352	type 2 diabetes mellitus
ENSG00000105329	DOID_1485	cystic fibrosis
ENSG00000105329	DOID_4997	Camurati-Engelmann disease
ENSG00000105369	DOID_2583	agammaglobulinemia
ENSG00000105372	DOID_1339	Diamond-Blackfan anemia
ENSG00000105392	DOID_10584	retinitis pigmentosa
ENSG00000105610	DOID_1338	congenital dyserythropoietic anemia
ENSG00000105618	DOID_10584	retinitis pigmentosa
ENSG00000105697	DOID_2352	hemochromatosis
ENSG00000105711	DOID_2481	infantile epileptic encephalopathy
ENSG00000105877	DOID_9562	primary ciliary dyskinesia
ENSG00000105976	DOID_1520	colon carcinoma
ENSG00000105976	DOID_4465	papillary renal cell carcinoma
ENSG00000105976	DOID_684	hepatocellular carcinoma
ENSG00000105976	DOID_9256	colorectal cancer
ENSG00000105983	DOID_1148	polydactyly
ENSG00000106258	DOID_10825	essential hypertension
ENSG00000106327	DOID_2352	hemochromatosis
ENSG00000106331	DOID_1837	diabetic ketoacidosis
ENSG00000106331	DOID_9352	type 2 diabetes mellitus
ENSG00000106331	DOID_9744	type 1 diabetes mellitus
ENSG00000106348	DOID_10584	retinitis pigmentosa
ENSG00000106410	DOID_5426	premature ovarian failure
ENSG00000106571	DOID_1148	polydactyly
ENSG00000106571	DOID_14761	Greig cephalopolysyndactyly syndrome
ENSG00000106571	DOID_9248	Pallister-Hall syndrome
ENSG00000106571	DOID_9250	acrocallosal syndrome
ENSG00000106617	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000106617	DOID_384	Wolff-Parkinson-White syndrome
ENSG00000106633	DOID_13317	hyperinsulinemic hypoglycemia
ENSG00000106633	DOID_9352	type 2 diabetes mellitus
ENSG00000106635	DOID_1928	Williams-Beuren syndrome
ENSG00000106635	DOID_1929	supravalvular aortic stenosis
ENSG00000106638	DOID_1928	Williams-Beuren syndrome
ENSG00000106638	DOID_1929	supravalvular aortic stenosis
ENSG00000106665	DOID_1928	Williams-Beuren syndrome
ENSG00000106665	DOID_1929	supravalvular aortic stenosis
ENSG00000106682	DOID_1928	Williams-Beuren syndrome
ENSG00000106682	DOID_1929	supravalvular aortic stenosis
ENSG00000106683	DOID_1928	Williams-Beuren syndrome
ENSG00000106683	DOID_1929	supravalvular aortic stenosis
ENSG00000106692	DOID_11724	limb-girdle muscular dystrophy
ENSG00000106804	DOID_8158	complement component 5 deficiency
ENSG00000106991	DOID_1270	hereditary hemorrhagic telangiectasia
ENSG00000107290	DOID_1441	spinocerebellar ataxia
ENSG00000107290	DOID_332	amyotrophic lateral sclerosis
ENSG00000107521	DOID_3753	Hermansky-Pudlak syndrome
ENSG00000107537	DOID_10582	Refsum disease
ENSG00000107679	DOID_10871	age related macular degeneration
ENSG00000107779	DOID_3471	Cowden syndrome
ENSG00000107779	DOID_6457	Cowden disease
ENSG00000107789	DOID_3962	follicular thyroid carcinoma
ENSG00000107796	DOID_14004	thoracic aortic aneurysm
ENSG00000107831	DOID_3614	Kallmann syndrome
ENSG00000107882	DOID_3858	medulloblastoma
ENSG00000107968	DOID_3905	lung carcinoma
ENSG00000108091	DOID_3969	papillary thyroid carcinoma
ENSG00000108231	DOID_3070	malignant glioma
ENSG00000108381	DOID_3613	Canavan disease
ENSG00000108479	DOID_14695	galactokinase deficiency
ENSG00000108556	DOID_437	myasthenia gravis
ENSG00000108578	DOID_10652	Alzheimer's disease
ENSG00000108733	DOID_10582	Refsum disease
ENSG00000108733	DOID_10588	adrenoleukodystrophy
ENSG00000108733	DOID_905	Zellweger syndrome
ENSG00000108753	DOID_10283	prostate cancer
ENSG00000108753	DOID_9352	type 2 diabetes mellitus
ENSG00000108784	DOID_12801	mucopolysaccharidosis III
ENSG00000108821	DOID_12347	osteogenesis imperfecta
ENSG00000108821	DOID_14720	type I Ehlers-Danlos syndrome
ENSG00000108821	DOID_4257	Caffey disease
ENSG00000108823	DOID_11724	limb-girdle muscular dystrophy
ENSG00000108946	DOID_14669	acrodysostosis
ENSG00000108946	DOID_3969	papillary thyroid carcinoma
ENSG00000109099	DOID_12842	Guillain-Barre syndrome
ENSG00000109132	DOID_10487	Hirschsprung's disease
ENSG00000109132	DOID_769	neuroblastoma
ENSG00000109220	DOID_9119	acute myeloid leukemia
ENSG00000109323	DOID_3633	beta-mannosidosis
ENSG00000109424	DOID_9970	obesity
ENSG00000109501	DOID_10632	Wolfram syndrome
ENSG00000109501	DOID_9352	type 2 diabetes mellitus
ENSG00000109861	DOID_1474	aggressive periodontitis
ENSG00000109861	DOID_3389	Papillon-Lefevre disease
ENSG00000110074	DOID_3652	Leigh disease
ENSG00000110092	DOID_14175	von Hippel-Lindau disease
ENSG00000110092	DOID_1520	colon carcinoma
ENSG00000110092	DOID_9256	colorectal cancer
ENSG00000110092	DOID_9538	multiple myeloma
ENSG00000110243	DOID_1171	hyperlipoproteinemia type V
ENSG00000110628	DOID_1612	breast cancer
ENSG00000110628	DOID_3905	lung carcinoma
ENSG00000110651	DOID_12177	common variable immunodeficiency
ENSG00000110711	DOID_5394	prolactinoma
ENSG00000110711	DOID_6255	growth hormone secreting pituitary adenoma
ENSG00000110711	DOID_7004	ACTH-secreting pituitary adenoma
ENSG00000110717	DOID_3652	Leigh disease
ENSG00000110756	DOID_3753	Hermansky-Pudlak syndrome
ENSG00000110799	DOID_12531	von Willebrand's disease
ENSG00000110887	DOID_5419	schizophrenia
ENSG00000111046	DOID_11723	Duchenne muscular dystrophy
ENSG00000111046	DOID_9883	Becker muscular dystrophy
ENSG00000111245	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000111252	DOID_2224	hemorrhagic thrombocythemia
ENSG00000111252	DOID_4971	myelofibrosis
ENSG00000111252	DOID_9744	type 1 diabetes mellitus
ENSG00000111262	DOID_963	episodic ataxia
ENSG00000111537	DOID_12449	aplastic anemia
ENSG00000111537	DOID_13515	tuberous sclerosis
ENSG00000111664	DOID_10825	essential hypertension
ENSG00000111834	DOID_9562	primary ciliary dyskinesia
ENSG00000112039	DOID_13636	Fanconi's anemia
ENSG00000112041	DOID_10584	retinitis pigmentosa
ENSG00000112246	DOID_9970	obesity
ENSG00000112319	DOID_12930	dilated cardiomyopathy
ENSG00000112357	DOID_10582	Refsum disease
ENSG00000112357	DOID_2580	rhizomelic chondrodysplasia punctata
ENSG00000112367	DOID_332	amyotrophic lateral sclerosis
ENSG00000112425	DOID_3534	Lafora disease
ENSG00000112592	DOID_14330	Parkinson's disease
ENSG00000112592	DOID_1441	spinocerebellar ataxia
ENSG00000112619	DOID_10584	retinitis pigmentosa
ENSG00000112619	DOID_11105	fundus albipunctatus
ENSG00000112619	DOID_9822	partial central choroid dystrophy
ENSG00000112715	DOID_9352	type 2 diabetes mellitus
ENSG00000112902	DOID_12580	Cri-Du-Chat syndrome
ENSG00000112964	DOID_9521	Laron syndrome
ENSG00000113231	DOID_4751	striatonigral degeneration
ENSG00000113273	DOID_12800	mucopolysaccharidosis VI
ENSG00000113318	DOID_2871	endometrial carcinoma
ENSG00000113327	DOID_2481	infantile epileptic encephalopathy
ENSG00000113520	DOID_3455	cerebrovascular accident
ENSG00000113924	DOID_9270	alkaptonuria
ENSG00000113966	DOID_10584	retinitis pigmentosa
ENSG00000113966	DOID_1935	Bardet-Biedl syndrome
ENSG00000113971	DOID_12712	nephronopthisis
ENSG00000114054	DOID_14701	propionic acidemia
ENSG00000114062	DOID_1932	Angelman syndrome
ENSG00000114354	DOID_3969	papillary thyroid carcinoma
ENSG00000114354	DOID_6496	extraskeletal myxoid chondrosarcoma
ENSG00000114374	DOID_14227	azoospermia
ENSG00000114480	DOID_2750	glycogen storage disease IV
ENSG00000114854	DOID_11984	hypertrophic cardiomyopathy
ENSG00000114854	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000114854	DOID_12930	dilated cardiomyopathy
ENSG00000114859	DOID_4890	juvenile myoclonic epilepsy
ENSG00000115138	DOID_9970	obesity
ENSG00000115159	DOID_9352	type 2 diabetes mellitus
ENSG00000115170	DOID_13374	fibrodysplasia ossificans progressiva
ENSG00000115267	DOID_12361	Graves' disease
ENSG00000115267	DOID_7997	thyrotoxicosis
ENSG00000115286	DOID_3652	Leigh disease
ENSG00000115317	DOID_14330	Parkinson's disease
ENSG00000115392	DOID_13636	Fanconi's anemia
ENSG00000115718	DOID_2452	thrombophilia
ENSG00000115758	DOID_1520	colon carcinoma
ENSG00000115758	DOID_9256	colorectal cancer
ENSG00000115850	DOID_10604	lactose intolerance
ENSG00000115904	DOID_3490	Noonan syndrome
ENSG00000116062	DOID_2871	endometrial carcinoma
