ensg	id	name
ENSG00000006071	602485	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3 
ENSG00000006071	606176	DIABETES MELLITUS, PERMANENT NEONATAL 
ENSG00000006071	610374	DIABETES MELLITUS, TRANSIENT NEONATAL, 2 
ENSG00000006075	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
ENSG00000006468	612219	EWING SARCOMA 
ENSG00000006606	610247	ESOPHAGITIS,EOSINOPHILIC,1
ENSG00000006611	276900	USHER SYNDROME, TYPE I 
ENSG00000006611	276904	USHER SYNDROME, TYPE IC 
ENSG00000006611	602092	DEAFNESS, AUTOSOMAL RECESSIVE 18 
ENSG00000006638	614009	BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO 
ENSG00000006652	607458	SPINOCEREBELLARATAXIA18
ENSG00000006695	220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY 
ENSG00000006695	256000	LEIGH SYNDROME 
ENSG00000006695	604377	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE 
ENSG00000006704	194050	WILLIAMS-BEUREN SYNDROME 
ENSG00000006744	176807	PROSTATE CANCER 
ENSG00000007062	603786	STARGARDT DISEASE 4 
ENSG00000007062	608051	MACULAR DYSTROPHY, RETINAL, 2 
ENSG00000007062	612095	RETINITIS PIGMENTOSA 41 
ENSG00000007062	612657	CONE-ROD DYSTROPHY 12 
ENSG00000007168	247200	MILLER-DIEKER LISSENCEPHALY SYNDROME 
ENSG00000007168	607432	LISSENCEPHALY 1 
ENSG00000007168	613215	CHROMOSOME 17p13.3 DUPLICATION SYNDROME 
ENSG00000007171	145500	HYPERTENSION, ESSENTIAL 
ENSG00000007171	248310	PLASMODIUMFALCIPARUMBLOODINFECTIONLEVEL
ENSG00000007171	611162	MALARIA, SUSCEPTIBILITY TO 
ENSG00000007312	612692	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE 
ENSG00000007314	168300	PARAMYOTONIA CONGENITA OF VON EULENBURG 
ENSG00000007314	170400	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1 
ENSG00000007314	170500	HYPERKALEMIC PERIODIC PARALYSIS 
ENSG00000007314	608390	MYOTONIA, POTASSIUM-AGGRAVATED 
ENSG00000007314	613345	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 2 
ENSG00000007314	614198	MYASTHENIC SYNDROME, CONGENITAL, ACETAZOLAMIDE-RESPONSIVE 
ENSG00000007372	106210	ANIRIDIA 
ENSG00000007372	120200	COLOBOMA, OCULAR 
ENSG00000007372	120430	COLOBOMA OF OPTIC NERVE 
ENSG00000007372	136520	FOVEAL HYPOPLASIA AND PRESENILE CATARACT SYNDROME 
ENSG00000007372	148190	KERATITIS, HEREDITARY 
ENSG00000007372	165550	OPTIC NERVE HYPOPLASIA, BILATERAL 
ENSG00000007372	206700	ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION 
ENSG00000007372	604219	CATARACT, AUTOSOMAL DOMINANT 
ENSG00000007372	604229	PETERS ANOMALY 
ENSG00000007908	145500	HYPERTENSION, ESSENTIAL 
ENSG00000007908	161950	IgANEPHROPATHY,SUSCEPTIBILITYTO,1
ENSG00000007933	602079	TRIMETHYLAMINURIA 
ENSG00000008056	300491	EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR 
ENSG00000008086	105830	ANGELMAN SYNDROME 
ENSG00000008086	300672	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2 
ENSG00000008086	308350	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1 
ENSG00000008086	312750	RETT SYNDROME 
ENSG00000008196	169100	CHAR SYNDROME 
ENSG00000008226	133239	ESOPHAGEAL CANCER 
ENSG00000008226	211980	LUNG CANCER 
ENSG00000008311	238700	HYPERLYSINEMIA 
ENSG00000008311	268700	SACCHAROPINURIA
ENSG00000008710	173900	POLYCYSTIC KIDNEY DISEASE 1 
ENSG00000008710	600273	POLYCYSTIC KIDNEY DISEASE, INFANTILE SEVERE, WITH TUBEROUS SCLEROSIS 
ENSG00000009709	268220	RHABDOMYOSARCOMA 2 
ENSG00000009724	613791	MASP2 DEFICIENCY 
ENSG00000009765	274800	THYROID DYSHORMONOGENESIS 4 
ENSG00000009830	236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE 
ENSG00000009830	613150	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE 
ENSG00000009830	613156	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), 
ENSG00000009830	613158	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2 
ENSG00000009950	194050	WILLIAMS-BEUREN SYNDROME 
ENSG00000009954	194050	WILLIAMS-BEUREN SYNDROME 
ENSG00000010404	309900	MUCOPOLYSACCHARIDOSIS TYPE II 
ENSG00000010610	613949	OKT4 EPITOPE DEFICIENCY 
ENSG00000010671	300755	AGAMMAGLOBULINEMIA, X-LINKED 
ENSG00000010671	307200	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III 
ENSG00000010704	104300	ALZHEIMER DISEASE 
ENSG00000010704	176100	PORPHYRIA CUTANEA TARDA 
ENSG00000010704	176200	PORPHYRIA VARIEGATA 
ENSG00000010704	209300	ATRANSFERRINEMIA 
ENSG00000010704	235200	HEMOCHROMATOSIS 
ENSG00000010704	612635	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 
ENSG00000010704	614193	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2 
ENSG00000011143	209900	BARDET-BIEDL SYNDROME 
ENSG00000011143	249000	MECKEL SYNDROME, TYPE 1 
ENSG00000011198	242100	ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1 
ENSG00000011198	275630	CHANARIN-DORFMAN SYNDROME 
ENSG00000011201	308700	KALLMANN SYNDROME 1 
ENSG00000011295	124000	MITOCHONDRIAL COMPLEX III DEFICIENCY 
ENSG00000011465	610048	CORNEAL DYSTROPHY, CONGENITAL STROMAL 
ENSG00000011600	221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 
ENSG00000012048	114480	BREAST CANCER 
ENSG00000012048	167000	OVARIAN CANCER 
ENSG00000012048	604370	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
ENSG00000012048	614320	PANCREATIC CANCER, SUSCEPTIBILITY TO, 4 
ENSG00000012061	610758	CEREBROOCULOFACIOSKELETAL SYNDROME 4 
ENSG00000012174	308205	ICHTHYOSIS FOLLICULARIS, ATRICHIA, AND PHOTOPHOBIA SYNDROME 
ENSG00000012174	308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED 
ENSG00000012223	245480	SPECIFIC GRANULE DEFICIENCY 
ENSG00000012779	600807	ASTHMA, SUSCEPTIBILITY TO 
ENSG00000013573	613398	WARSAW BREAKAGE SYNDROME 
ENSG00000013619	300633	HYPOSPADIAS 1, X-LINKED 
ENSG00000013619	300758	HYPOSPADIAS 2, X-LINKED 
ENSG00000013810	109800	BLADDER CANCER 
ENSG00000014919	220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY 
ENSG00000014919	256000	LEIGH SYNDROME 
ENSG00000014919	604377	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE 
ENSG00000015285	300299	NEUTROPENIA, SEVERE CONGENITAL, X-LINKED 
ENSG00000015285	301000	WISKOTT-ALDRICH SYNDROME 
ENSG00000015285	313900	THROMBOCYTOPENIA 1 
ENSG00000015479	606070	MYOPATHY, DISTAL, 2 
ENSG00000015532	264800	PSEUDOXANTHOMA ELASTICUM 
ENSG00000017260	169600	BENIGN CHRONIC PEMPHIGUS 
ENSG00000017427	608747	INSULIN-LIKE GROWTH FACTOR I DEFICIENCY 
ENSG00000018236	612540	MYOPATHY, CONGENITAL, COMPTON-NORTH 
ENSG00000018280	607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
ENSG00000018280	610446	BURULI ULCER, SUSCEPTIBILITY TO 
ENSG00000018510	600121	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 3 
ENSG00000018625	104290	ALTERNATING HEMIPLEGIA OF CHILDHOOD 
ENSG00000018625	602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2 
ENSG00000019186	143880	HYPERCALCEMIA, INFANTILE 
ENSG00000019549	172800	PIEBALD TRAIT 
ENSG00000019549	608890	WAARDENBURG SYNDROME, TYPE 2D 
ENSG00000019991	608265	DEAFNESS, AUTOSOMAL RECESSIVE 39 
ENSG00000020922	604391	ATAXIA-TELANGIECTASIA-LIKE DISORDER 
ENSG00000021488	220100	CYSTINURIA 
ENSG00000021574	182601	SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT 
ENSG00000021826	237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO 
ENSG00000021826	265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS 
ENSG00000021852	613789	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II 
ENSG00000022267	300695	SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT 
ENSG00000022267	300696	MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY 
ENSG00000022267	300717	MYOPATHY, REDUCING BODY, X-LINKED, EARLY-ONSET, SEVERE 
ENSG00000022267	300718	MYOPATHY, REDUCING BODY, X-LINKED, CHILDHOOD-ONSET 
ENSG00000022267	310300	EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED 
ENSG00000022355	254770	EPILEPSY, MYOCLONIC JUVENILE 
ENSG00000022355	611136	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 5 
ENSG00000022556	231090	HYDATIDIFORM MOLE, RECURRENT, 1 
ENSG00000023228	252010	MITOCHONDRIAL COMPLEX I DEFICIENCY 
ENSG00000023228	256000	LEIGH SYNDROME 
ENSG00000023287	114480	BREAST CANCER 
ENSG00000023839	237500	DUBIN-JOHNSON SYNDROME 
ENSG00000023909	608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
ENSG00000025708	603041	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE) 
ENSG00000025796	174050	POLYCYSTIC LIVER DISEASE 
ENSG00000026103	601859	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME 
ENSG00000026297	612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY 
ENSG00000026508	609027	INDIAN BLOOD GROUP SYSTEM 
ENSG00000027075	601367	STROKE, ISCHEMIC 
ENSG00000027697	209950	ATYPICAL MYCOBACTERIOSIS, FAMILIAL 
ENSG00000027697	600263	HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO 
ENSG00000027697	607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
ENSG00000027697	610424	HEPATITIS B VIRUS, SUSCEPTIBILITY TO 
ENSG00000027847	130070	EHLERS-DANLOS SYNDROME, PROGEROID FORM 
ENSG00000029534	182900	SPHEROCYTOSIS, TYPE 1 
ENSG00000030304	608931	MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR 
ENSG00000030582	105550	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 
ENSG00000030582	607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED 
ENSG00000031081	100300	ADAMS-OLIVER SYNDROME 1 
ENSG00000031544	268100	ENHANCED S-CONE SYNDROME 
ENSG00000031544	611131	RETINITIS PIGMENTOSA 37 
ENSG00000032444	612020	SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE 
ENSG00000033011	608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik 
ENSG00000034693	202370	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
ENSG00000034693	214100	ZELLWEGER SYNDROME 
ENSG00000034693	266510	REFSUM DISEASE, INFANTILE 
ENSG00000034693	601539	PEROXISOME BIOGENESIS DISORDERS 
ENSG00000034971	137750	GLAUCOMA 1, OPEN ANGLE, A 
ENSG00000034971	231300	GLAUCOMA 3, PRIMARY CONGENITAL, A 
ENSG00000035403	611407	CARDIOMYOPATHY, DILATED, 1W 
ENSG00000035403	613255	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15 
ENSG00000036473	311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO 
ENSG00000036828	145980	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I 
ENSG00000036828	146200	HYPOPARATHYROIDISM, FAMILIAL ISOLATED 
ENSG00000036828	239200	HYPERPARATHYROIDISM, NEONATAL SEVERE PRIMARY 
ENSG00000036828	612899	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8 
ENSG00000037280	153100	LYMPHEDEMA, HEREDITARY, IA 
ENSG00000037280	602089	HEMANGIOMA, CAPILLARY INFANTILE 
ENSG00000038002	208400	ASPARTYLGLUCOSAMINURIA 
ENSG00000038295	613087	ATRIAL SEPTAL DEFECT 6 
ENSG00000038427	143200	WAGNER SYNDROME 1 
ENSG00000038945	176807	PROSTATE CANCER 
ENSG00000038945	614266	BARRETT ESOPHAGUS 
ENSG00000039068	114480	BREAST CANCER 
ENSG00000039068	137215	GASTRIC CANCER, HEREDITARY DIFFUSE 
ENSG00000039068	167000	OVARIAN CANCER 
ENSG00000039068	176807	PROSTATE CANCER 
ENSG00000039068	608089	ENDOMETRIAL CANCER 
ENSG00000039139	244400	CILIARY DYSKINESIA, PRIMARY, 1 
ENSG00000039139	608644	CILIARY DYSKINESIA, PRIMARY, 3 
ENSG00000039537	612446	COMPLEMENT COMPONENT 6 DEFICIENCY 
ENSG00000039650	613402	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10 
ENSG00000040531	219750	CYSTINOSIS, ADULT NONNEPHROPATHIC 
ENSG00000040531	219800	CYSTINOSIS, NEPHROPATHIC 
ENSG00000040531	219900	CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE 
ENSG00000040608	181500	SCHIZOPHRENIA 
ENSG00000042088	607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 
ENSG00000042317	268000	RETINITIS PIGMENTOSA 
ENSG00000042317	604232	LEBER CONGENITAL AMAUROSIS 3 
ENSG00000042429	613668	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY 
ENSG00000042781	268000	RETINITIS PIGMENTOSA 
ENSG00000042781	276901	USHER SYNDROME, TYPE IIA 
ENSG00000042781	613809	RETINITIS PIGMENTOSA 39 
ENSG00000042832	274700	THYROID DYSHORMONOGENESIS 3 
ENSG00000042832	608175	AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3 
ENSG00000043355	609637	HOLOPROSENCEPHALY 5 
ENSG00000043591	607276	RESTING HEART RATE, VARIATION IN 
ENSG00000044090	273750	THREE M SYNDROME 1 
ENSG00000044446	306000	GLYCOGEN STORAGE DISEASE IXa1 
ENSG00000044524	114500	COLORECTAL CANCER 
ENSG00000046604	610193	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 10 
ENSG00000046604	612877	CARDIOMYOPATHY, DILATED, 1BB 
ENSG00000046651	300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 
ENSG00000046651	300804	JOUBERT SYNDROME 10 
ENSG00000046651	311200	OROFACIODIGITAL SYNDROME I 
ENSG00000047410	188550	THYROID CARCINOMA, PAPILLARY 
ENSG00000047457	604290	ACERULOPLASMINEMIA 
ENSG00000047579	181500	SCHIZOPHRENIA 
ENSG00000047579	203300	HERMANSKY-PUDLAK SYNDROME 1 
ENSG00000047579	614076	HERMANSKY-PUDLAK SYNDROME 7 
ENSG00000047597	300842	MCLEOD SYNDROME 
ENSG00000047932	102530	SPERMATOGENIC FAILURE 6 
ENSG00000048052	604229	PETERS ANOMALY 
ENSG00000048342	216360	COACH SYNDROME 
ENSG00000048342	612284	MECKEL SYNDROME, TYPE 6 
ENSG00000048342	612285	JOUBERT SYNDROME 9 
ENSG00000048392	612075	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH 
ENSG00000048392	613077	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, 
ENSG00000048545	602093	CONE DYSTROPHY 3 
ENSG00000049089	600204	EPIPHYSEAL DYSPLASIA, MULTIPLE, 2 
ENSG00000049089	603932	INTERVERTEBRAL DISC DISEASE 
ENSG00000049089	614284	STICKLER SYNDROME, TYPE V 
ENSG00000049130	145250	HYPERPIGMENTATION, FAMILIAL PROGRESSIVE, 2 
ENSG00000049130	611664	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 7 
ENSG00000049167	216400	COCKAYNE SYNDROME, TYPE A 
ENSG00000049167	600630	UV-SENSITIVE SYNDROME 
ENSG00000049239	604931	CORTISONE REDUCTASE DEFICIENCY 
ENSG00000049319	264600	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS 
ENSG00000049540	123700	CUTIS LAXA, AUTOSOMAL DOMINANT 1 
ENSG00000049540	185500	SUPRAVALVULAR AORTIC STENOSIS 
ENSG00000049540	194050	WILLIAMS-BEUREN SYNDROME 
ENSG00000049541	194050	WILLIAMS-BEUREN SYNDROME 
ENSG00000049768	222100	DIABETESMELLITUS,INSULIN-DEPENDENT
ENSG00000049768	304790	IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED 
ENSG00000049860	268800	SANDHOFF DISEASE 
ENSG00000050555	614115	CORTICAL MALFORMATIONS, OCCIPITAL 
ENSG00000051180	114480	BREAST CANCER 
ENSG00000051523	233690	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-NEGATIVE 
ENSG00000052850	168500	PARIETAL FORAMINA 
ENSG00000052850	601224	POTOCKI-SHAFFER SYNDROME 
ENSG00000052850	609597	PARIETAL FORAMINA 2 
ENSG00000052850	613451	FRONTONASAL DYSPLASIA 2 
ENSG00000053524	125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
ENSG00000053747	226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE 
ENSG00000053747	226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE 
ENSG00000053747	245660	LARYNGOONYCHOCUTANEOUS SYNDROME 
ENSG00000053918	192500	LONG QT SYNDROME 1 
ENSG00000053918	220400	JERVELL AND LANGE-NIELSEN SYNDROME 1 
ENSG00000053918	607554	ATRIAL FIBRILLATION, FAMILIAL, 3 
ENSG00000053918	609621	SHORT QT SYNDROME 2 
ENSG00000054282	613615	SENIOR-LOKEN SYNDROME 7 
ENSG00000054523	118210	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1 
ENSG00000054523	171300	PHEOCHROMOCYTOMA 
ENSG00000054523	256700	NEUROBLASTOMA, SUSCEPTIBILITY TO 
ENSG00000054598	601631	IRIDOGONIODYSGENESIS, TYPE 1 
ENSG00000054598	602482	AXENFELD-RIEGER SYNDROME, TYPE 3 
ENSG00000054598	604229	PETERS ANOMALY 
ENSG00000054654	612999	EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT 
ENSG00000054983	245200	KRABBE DISEASE 
ENSG00000055118	609620	SHORT QT SYNDROME 1 
ENSG00000055118	613688	LONG QT SYNDROME 2 
ENSG00000055208	612863	CHROMOSOME 6q24-q25 DELETION SYNDROME 
ENSG00000055955	143890	HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT 
ENSG00000056345	273800	GLANZMANN THROMBASTHENIA 
ENSG00000056345	613112	MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED 
ENSG00000056972	614070	PSORIASIS SUSCEPTIBILITY 13 
ENSG00000057294	609040	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 9 
ENSG00000057593	227500	FACTOR VII DEFICIENCY 
ENSG00000057593	608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
ENSG00000058085	226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE 
ENSG00000058085	226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE 
ENSG00000059377	231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA 
ENSG00000059573	219150	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA 
ENSG00000060069	604168	CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY 
ENSG00000060237	145260	PSEUDOHYPOALDOSTERONISM, TYPE II 
ENSG00000060237	201300	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA 
ENSG00000060642	239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION 
ENSG00000060718	154780	MARSHALL SYNDROME 
ENSG00000060718	228520	FIBROCHONDROGENESIS 
ENSG00000060718	603932	INTERVERTEBRAL DISC DISEASE 
ENSG00000060718	604841	STICKLER SYNDROME, TYPE II 
ENSG00000060971	261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY 
ENSG00000061337	133239	ESOPHAGEAL CANCER 
ENSG00000062038	225280	EEM SYNDROME 
ENSG00000062038	601553	HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY 
ENSG00000064012	114480	BREAST CANCER 
ENSG00000064012	114550	HEPATOCELLULAR CARCINOMA 
ENSG00000064012	211980	LUNG CANCER 
ENSG00000064012	607271	CASPASE 8 DEFICIENCY 
ENSG00000064195	104510	AMELOGENESIS IMPERFECTA, TYPE IV 
ENSG00000064195	190320	TRICHODENTOOSSEOUS SYNDROME 
ENSG00000064309	614226	HOLOPROSENCEPHALY 11 
ENSG00000064490	209920	BARE LYMPHOCYTE SYNDROME, TYPE II 
ENSG00000064601	256540	GALACTOSIALIDOSIS 
ENSG00000064692	168600	PARKINSON DISEASE, LATE-ONSET 
ENSG00000064835	262600	PITUITARY HORMONE DEFICIENCY, COMBINED, 2 
ENSG00000064835	613038	PITUITARY HORMONE DEFICIENCY, COMBINED, 1 
ENSG00000065154	258870	GYRATE ATROPHY OF CHOROID AND RETINA 
ENSG00000065361	607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2 
